Iteration,Total-Applicants-Assigned,Total-#-Houses,Disabiled-Applicants-Assigned,%-Disabiled-Applicants-Assigned,Disability-Utility,Distance-Utility,#-Blacks,#-Hispanics,#-Whites,#-Others,%-Blacks,%-Hispanics,%-Whites,%-Others
1,292,292,46,0.6133333333333333,6.727456414653268,6.330070131441508,105,46,130,11,0.4976303317535545,0.5476190476190477,0.5263157894736842,0.55
2,292,292,36,0.5625,6.761843772964738,6.376098646283463,112,45,127,8,0.5137614678899083,0.4945054945054945,0.5358649789029536,0.5
3,292,292,47,0.6438356164383562,6.871151353473442,6.350042667132266,119,45,116,12,0.5151515151515151,0.4639175257731959,0.5471698113207547,0.5454545454545454
4,292,292,55,0.6875,6.905327487781651,6.317755295307395,111,49,121,11,0.49333333333333335,0.5268817204301075,0.5377777777777778,0.5789473684210527
5,292,292,41,0.6212121212121212,6.678053207160545,6.311032783370346,111,50,117,14,0.4805194805194805,0.5747126436781609,0.5518867924528302,0.4375
6,292,292,41,0.47126436781609193,6.727935890607551,6.291851015684771,107,49,122,14,0.5404040404040404,0.5384615384615384,0.5062240663900415,0.4375
7,292,292,40,0.6451612903225806,6.774927087729509,6.265426316119402,120,47,116,9,0.5194805194805194,0.573170731707317,0.5,0.5294117647058824
8,292,292,45,0.5555555555555556,7.006523285840504,6.233428481849775,111,41,131,9,0.5091743119266054,0.4823529411764706,0.532520325203252,0.6923076923076923
9,292,292,36,0.5294117647058824,6.825451512981833,6.277142702401543,115,46,128,3,0.5424528301886793,0.5348837209302325,0.5140562248995983,0.2
10,292,292,56,0.6666666666666666,6.864096700614338,6.279149358056548,105,44,129,14,0.4976303317535545,0.46808510638297873,0.5466101694915254,0.6666666666666666
11,292,292,47,0.6351351351351351,6.891021573396529,6.388496408235805,111,41,132,8,0.5138888888888888,0.5324675324675324,0.528,0.42105263157894735
12,292,292,39,0.5909090909090909,6.828417378811182,6.227085243934524,102,54,128,8,0.5074626865671642,0.5454545454545454,0.5267489711934157,0.42105263157894735
13,292,292,43,0.524390243902439,6.763147143299253,6.36929454995699,105,50,123,14,0.5147058823529411,0.5050505050505051,0.5278969957081545,0.5384615384615384
14,292,292,48,0.6666666666666666,7.054435945013003,6.344151287534118,106,46,131,9,0.4774774774774775,0.4842105263157895,0.5720524017467249,0.5625
