Iteration,Total-Applicants-Assigned,Total-#-Houses,Disabiled-Applicants-Assigned,%-Disabiled-Applicants-Assigned,Disability-Utility,Distance-Utility,#-Blacks,#-Hispanics,#-Whites,#-Others,%-Blacks,%-Hispanics,%-Whites,%-Others
46,292,292,37,0.4805194805194805,5.432388808526678,5.140181528556921,120,41,123,8,0.4979253112033195,0.5189873417721519,0.5442477876106194,0.5
47,292,292,36,0.46153846153846156,5.602687319045753,5.269252964848114,116,44,120,12,0.5225225225225225,0.4782608695652174,0.5217391304347826,0.6666666666666666
48,292,292,44,0.5714285714285714,5.60270475520852,5.203652921881039,112,48,125,7,0.5333333333333333,0.5454545454545454,0.5122950819672131,0.35
49,292,292,50,0.5555555555555556,5.428875401181345,5.346242514975079,111,56,113,12,0.5138888888888888,0.56,0.5067264573991032,0.5217391304347826
50,292,292,32,0.5925925925925926,5.421859406513382,5.265785818925674,108,44,130,10,0.5070422535211268,0.4943820224719101,0.5508474576271186,0.4166666666666667
51,292,292,36,0.5142857142857142,5.363119492626784,5.2437131328967235,109,41,131,11,0.5023041474654378,0.5,0.5458333333333333,0.4782608695652174
52,292,292,34,0.53125,5.403628624432502,5.198721478156306,98,59,125,10,0.49246231155778897,0.5959595959595959,0.49800796812749004,0.7692307692307693
53,292,292,34,0.4927536231884058,5.457014300106228,5.198780830748654,109,43,129,11,0.5396039603960396,0.4942528735632184,0.516,0.4782608695652174
54,292,292,32,0.4266666666666667,5.312467081295679,5.223649585106404,107,52,127,6,0.5245098039215687,0.5252525252525253,0.5183673469387755,0.42857142857142855
55,292,292,49,0.6049382716049383,5.495696455442747,5.267510439776087,99,49,133,11,0.49748743718592964,0.550561797752809,0.5175097276264592,0.6470588235294118
56,292,292,36,0.5,5.31616331667413,5.1698719987118285,114,47,121,10,0.5352112676056338,0.5,0.51931330472103,0.45454545454545453
57,292,292,34,0.4857142857142857,5.273150018769212,5.146837088631941,111,50,120,11,0.5285714285714286,0.4854368932038835,0.5286343612334802,0.5
58,292,292,53,0.5955056179775281,5.26829288075873,5.190788311092978,113,48,125,6,0.5432692307692307,0.5393258426966292,0.5040322580645161,0.35294117647058826
59,292,292,42,0.5384615384615384,5.410443398662839,5.278422402734477,117,44,120,11,0.5625,0.4583333333333333,0.5106382978723404,0.4782608695652174
60,292,292,38,0.6333333333333333,5.346487803929991,5.174803947228865,110,57,115,10,0.5263157894736842,0.5757575757575758,0.48523206751054854,0.5882352941176471
61,292,292,38,0.5277777777777778,5.447476112400984,5.194266344464908,104,60,116,12,0.5306122448979592,0.5660377358490566,0.4915254237288136,0.5
62,292,292,31,0.5166666666666667,5.3833917257049535,5.258882950273684,106,35,140,11,0.4930232558139535,0.45454545454545453,0.5511811023622047,0.6875
63,292,292,40,0.5333333333333333,5.352324719516061,5.272372741306626,109,39,136,8,0.5165876777251185,0.45348837209302323,0.5418326693227091,0.5714285714285714
64,292,292,43,0.46236559139784944,5.352339593092338,5.204764448760791,115,41,121,15,0.5299539170506913,0.4270833333333333,0.5377777777777778,0.625
65,292,292,36,0.5538461538461539,5.524841874893008,5.324465016508078,108,54,116,14,0.48,0.5510204081632653,0.5395348837209303,0.5833333333333334
66,292,292,16,0.32653061224489793,5.321551209850469,5.2540462569922965,113,47,124,8,0.5432692307692307,0.5164835164835165,0.5020242914979757,0.5
67,292,292,30,0.5357142857142857,5.418285721217973,5.230971669917765,102,41,140,9,0.4811320754716981,0.5189873417721519,0.5577689243027888,0.45
68,292,292,50,0.6024096385542169,5.5947201295641005,5.284793113648953,107,52,121,12,0.5194174757281553,0.48598130841121495,0.5307017543859649,0.5714285714285714
69,292,292,45,0.6081081081081081,5.374816576126473,5.248970715588478,102,56,123,11,0.49038461538461536,0.5185185185185185,0.5394736842105263,0.6111111111111112
70,292,292,42,0.5753424657534246,5.4059587248117715,5.121567091849247,110,44,127,11,0.5069124423963134,0.5238095238095238,0.5358649789029536,0.4583333333333333
71,292,292,34,0.4722222222222222,5.2452945124705765,5.143085832989032,111,46,122,13,0.5260663507109005,0.5679012345679012,0.5020576131687243,0.48148148148148145
72,292,292,31,0.47692307692307695,5.346916387079718,5.21717669004709,109,54,124,5,0.5422885572139303,0.5046728971962616,0.5102880658436214,0.45454545454545453
73,292,292,45,0.5232558139534884,5.472896981711212,5.275208669166711,116,41,125,10,0.5248868778280543,0.4823529411764706,0.5230125523012552,0.5882352941176471
74,292,292,36,0.5142857142857142,5.306268771332352,5.203626073282094,100,54,126,12,0.4830917874396135,0.5510204081632653,0.5407725321888412,0.5
75,292,292,42,0.5454545454545454,5.372696614447187,5.206333518093061,113,43,128,8,0.5207373271889401,0.589041095890411,0.512,0.36363636363636365
76,292,292,38,0.48717948717948717,5.330642437584849,5.137888567893007,119,47,116,10,0.5560747663551402,0.5,0.48945147679324896,0.5882352941176471
77,292,292,41,0.5061728395061729,5.377203462397673,5.198745475992011,106,50,128,8,0.5326633165829145,0.5208333333333334,0.5161290322580645,0.42105263157894735
78,292,292,37,0.46835443037974683,5.4167441586971385,5.310230083302809,99,48,137,8,0.5051020408163265,0.5161290322580645,0.5372549019607843,0.4444444444444444
79,292,292,34,0.4857142857142857,5.417478670901627,5.278384731064768,117,50,116,9,0.508695652173913,0.5952380952380952,0.5110132158590308,0.42857142857142855
