Iteration,Total Applicants Assigned,Total # Houses,Disabiled Applicants Assigned,% Disabiled Applicants Assigned,Disability Utility,Distance Utility,# Blacks,# Hispanics,# Whites,# Others,% Blacks,% Hispanics,% Whites,% Others
1,292,292,71,1.0,341.05405192391913,6.356804700348148,111,49,121,11,0.5522388059701493,0.5104166666666666,0.4879032258064516,0.6470588235294118
2,292,292,66,1.0,325.69061943872083,6.291213649427178,110,44,123,15,0.5288461538461539,0.5301204819277109,0.5082644628099173,0.5172413793103449
