Iteration,Total Applicants Assigned,Total # Houses,Disabiled Applicants Assigned,% Disabiled Applicants Assigned,Disability Utility,Distance Utility,# Blacks,# Hispanics,# Whites,# Others,% Blacks,% Hispanics,% Whites,% Others
1,292,292,72,1.0,321.29451874802555,6.381776236432949,105,44,130,13,0.5147058823529411,0.4943820224719101,0.5241935483870968,0.6190476190476191
2,292,292,88,1.0,352.322039792618,6.364218680204676,101,50,128,13,0.48095238095238096,0.5681818181818182,0.5378151260504201,0.5
